NA27	CUVMP
Πόντον	本都
Ἀσίαν	亚细亚
Φρυγίαν	弗吕家
Παμφυλίαν	旁非利亚
Αἴγυπτον	埃及
Λιβύης	利比亚
Κυρήνην	古利奈
Κρῆτες	克里特
Ἄραβες	阿拉伯
Ἄραβες	人
Πέτρος	彼得
Ἰερουσαλὴμ	耶路撒冷
Ἰωήλ	约珥
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραηλῖται	哪
Ἰησοῦν	耶稣
Ναζωραῖον	拿撒勒
Ναζωραῖον	人
Δαυὶδ	大卫
Δαυὶδ	大卫
Χριστοῦ	基督
Ἰησοῦν	耶稣
Δαυὶδ	大卫
Ἰσραὴλ	以色列
χριστὸν	基督
Ἰησοῦν	耶稣
Πέτρον	彼得
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Πέτρος	彼得
Ἰωάννης	约翰
Πέτρον	彼得
Ἰωάννην	约翰
Πέτρος	彼得
Ἰωάννῃ	约翰
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ναζωραίου	拿撒勒
Ναζωραίου	人
Πέτρον	彼得
Ἰωάννην	约翰
Σολομῶντος	所罗门
Πέτρος	彼得
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραηλῖται	哪
Ἀβραὰμ	亚伯拉罕
Ἰσαὰκ	以撒
Ἰακώβ	雅各
Ἰακώβ	的
Ἰησοῦν	耶稣
Πιλάτου	彼拉多
χριστὸν	基督
χριστὸν	基督
Ἰησοῦν	耶稣
Μωϋσῆς	摩西
Σαμουὴλ	撒母耳
Ἀβραάμ	亚伯拉罕
Σαδδουκαῖοι	撒都该
Σαδδουκαῖοι	人
Ἰησοῦ	耶稣
Ἰερουσαλήμ	耶路撒冷
Ἅννας	亚那
Καϊάφας	该亚法
Ἰωάννης	约翰
Ἀλέξανδρος	亚历山大
Πέτρος	彼得
Ἰσραὴλ	以色列
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ναζωραίου	拿撒勒
Ναζωραίου	人
Πέτρου	彼得
Ἰωάννου	约翰
Ἰωάννου	的
Ἰησοῦ	耶稣
Ἰερουσαλὴμ	耶路撒冷
Ἰησοῦ	耶稣
Ἰησοῦ	的
Πέτρος	彼得
Ἰωάννης	约翰
Δαυὶδ	大卫
Δαυὶδ	的
χριστοῦ	受膏者
Ἰησοῦν	耶稣
Ἡρῴδης	希律
Ἰσραήλ	以色列
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦ	耶稣
Ἰωσὴφ	约瑟
Βαρναβᾶς	巴拿巴
Λευίτης	利未
Λευίτης	有
Λευίτης	一
Λευίτης	个
Λευίτης	人
Κύπριος	塞浦路斯
Ἁνανίας	亚拿尼亚
Σαπφίρῃ	撒非喇
Πέτρος	彼得
Ἁνανία	亚拿尼亚
σατανᾶς	撒旦
Ἁνανίας	亚拿尼亚
Πέτρος	彼得
Πέτρος	彼得
Σολομῶντος	所罗门
Σολομῶντος	的
Πέτρου	彼得
Ἰερουσαλὴμ	耶路撒冷
Ἰερουσαλὴμ	的
Σαδδουκαίων	撒都该
Ἰσραὴλ	以色列
Ἰερουσαλὴμ	耶路撒冷
Πέτρος	彼得
Ἰησοῦν	耶稣
Ἰσραὴλ	以色列
Ἰσραὴλ	人
Φαρισαῖος	法利赛
Φαρισαῖος	有
Φαρισαῖος	人
Γαμαλιήλ	迦玛列
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραηλῖται	哪
Θευδᾶς	丢大
Ἰούδας	犹大
Ἰούδας	有
Ἰησοῦ	耶稣
Ἰησοῦ	的
χριστὸν	基督
Ἰησοῦν	耶稣
Ἑλληνιστῶν	希腊
Ἑλληνιστῶν	说
Ἑλληνιστῶν	话
Ἑλληνιστῶν	的
Ἑλληνιστῶν	犹太
Ἑλληνιστῶν	人
Φίλιππον	腓利
Πρόχορον	伯罗哥罗
Νικάνορα	尼迦挪
Τίμωνα	提门
Παρμενᾶν	巴米拿
Νικόλαον	尼哥拉
Ἀντιοχέα	安提阿
Ἀντιοχέα	人
Ἰερουσαλὴμ	耶路撒冷
Λιβερτίνων	利百地拿
Κυρηναίων	古利奈
Ἀλεξανδρέων	亚历山大
Κιλικίας	基利家
Ἀσίας	亚细亚
Μωϋσῆν	摩西
Ἰησοῦς	耶稣
Ναζωραῖος	拿撒勒
Ναζωραῖος	人
Μωϋσῆς	摩西
Ἀβραὰμ	亚伯拉罕
Μεσοποταμίᾳ	美索不达米亚
Χαρρὰν	哈兰
Χαλδαίων	迦勒底
Χαλδαίων	人
Χαλδαίων	之
Χαρράν	哈兰
Ἰσαὰκ	以撒
Ἰσαὰκ	以撒
Ἰακώβ	雅各
Ἰακὼβ	雅各
Ἰωσὴφ	约瑟
Αἴγυπτον	埃及
Φαραὼ	法老
Αἰγύπτου	埃及
Αἴγυπτον	埃及
Αἴγυπτον	国
Αἴγυπτον	埃及
Χανάαν	迦南
Ἰακὼβ	雅各
Αἴγυπτον	埃及
Ἰωσὴφ	约瑟
Φαραὼ	法老
Ἰωσήφ	他
Ἰωσήφ	的
Ἰωσὴφ	约瑟
Ἰακὼβ	雅各
Ἰακὼβ	雅各
Αἴγυπτον	埃及
Συχὲμ	示剑
Ἀβραὰμ	亚伯拉罕
Ἐμμὼρ	哈抹
Συχέμ	示剑
Ἀβραάμ	亚伯拉罕
Αἰγύπτῳ	埃及
Ἰωσήφ	约瑟
Μωϋσῆς	摩西
Φαραὼ	法老
Φαραὼ	的
Μωϋσῆς	摩西
Ἰσραήλ	以色列
Μωϋσῆς	摩西
Μαδιάμ	米甸
Σινᾶ	西奈
Μωϋσῆς	摩西
Ἀβραὰμ	亚伯拉罕
Ἀβραὰμ	的
Ἰσαὰκ	以撒
Ἰσαὰκ	的
Ἰακώβ	雅各
Ἰακώβ	的
Μωϋσῆς	摩西
Αἰγύπτῳ	埃及
Αἴγυπτον	埃及
Μωϋσῆν	摩西
Αἰγύπτῳ	埃及
Μωϋσῆς	摩西
Ἰσραήλ	以色列
Σινᾶ	西奈
Αἴγυπτον	埃及
Ἀαρών	亚伦
Ἀαρών	对
Μωϋσῆς	摩西
Αἰγύπτου	埃及
Ἰσραήλ	以色列
Μόλοχ	摩洛
Μόλοχ	的
Ῥαιφάν	理番
Βαβυλῶνος	巴比伦
Μωϋσῇ	摩西
Ἰησοῦ	约书亚
Δαυίδ	大卫
Δαυίδ	的
Ἰακώβ	雅各
Ἰακώβ	的
Σολομὼν	所罗门
Ἰησοῦν	耶稣
Σαύλου	扫罗
Σαύλου	的
Ἰησοῦ	耶稣
Σαῦλος	扫罗
Ἱεροσολύμοις	耶路撒冷
Ἰουδαίας	犹太
Σαμαρείας	撒马利亚
Σαῦλος	扫罗
Φίλιππος	腓利
Σαμαρείας	撒马利亚
Χριστόν	基督
Φιλίππου	腓利
Σίμων	西门
Σαμαρείας	撒马利亚
Σαμαρείας	的
Φιλίππῳ	腓利
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Σίμων	西门
Φιλίππῳ	腓利
Φιλίππῳ	与
Ἱεροσολύμοις	耶路撒冷
Σαμάρεια	撒马利亚
Σαμάρεια	人
Πέτρον	彼得
Ἰωάννην	约翰
Ἰησοῦ	耶稣
Ἰησοῦ	的
Σίμων	西门
Πέτρος	彼得
Σίμων	西门
Ἱεροσόλυμα	耶路撒冷
Σαμαριτῶν	撒马利亚
Φίλιππον	腓利
Ἰερουσαλὴμ	耶路撒冷
Γάζαν	加沙
Αἰθίοψ	埃塞俄比亚
Κανδάκης	干大基
Αἰθιόπων	埃塞俄比亚
Ἰερουσαλήμ	耶路撒冷
Ἠσαΐαν	以赛亚
Φιλίππῳ	腓利
Φιλίππῳ	对
Φίλιππος	腓利
Ἠσαΐαν	以赛亚
Φίλιππον	腓利
Φιλίππῳ	腓利
Φιλίππῳ	对
Φίλιππος	腓利
Ἰησοῦν	耶稣
Φίλιππος	腓利
Φίλιππον	腓利
Φίλιππον	把
Φίλιππος	腓利
Ἄζωτον	亚锁都
Καισάρειαν	恺撒利亚
Σαῦλος	扫罗
Δαμασκὸν	大马士革
Ἰερουσαλήμ	耶路撒冷
Δαμασκῷ	大马士革
Σαοὺλ	扫罗
Σαούλ	扫罗
Ἰησοῦς	耶稣
Σαῦλος	扫罗
Δαμασκόν	大马士革
Δαμασκῷ	大马士革
Ἁνανίας	亚拿尼亚
Ἁνανία	亚拿尼亚
Ἰούδα	犹大
Ἰούδα	的
Σαῦλον	扫罗
Ταρσέα	大数
Ταρσέα	一
Ταρσέα	个
Ταρσέα	人
Ἁνανίαν	亚拿尼亚
Ἁνανίας	亚拿尼亚
Ἰερουσαλήμ	耶路撒冷
Ἰσραήλ	以色列
Ἁνανίας	亚拿尼亚
Σαοὺλ	扫罗
Ἰησοῦς	耶稣
Δαμασκῷ	大马士革
Ἰησοῦν	耶稣
Ἰερουσαλὴμ	耶路撒冷
Σαῦλος	扫罗
Δαμασκῷ	大马士革
χριστός	基督
Σαύλῳ	扫罗
Ἰερουσαλὴμ	耶路撒冷
Βαρναβᾶς	巴拿巴
Δαμασκῷ	大马士革
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰερουσαλήμ	耶路撒冷
Ἑλληνιστάς	希腊
Ἑλληνιστάς	说
Ἑλληνιστάς	话
Ἑλληνιστάς	的
Ἑλληνιστάς	犹太
Ἑλληνιστάς	人
Καισάρειαν	恺撒利亚
Ταρσόν	大数
Ἰουδαίας	犹太
Γαλιλαίας	加利利
Σαμαρείας	撒马利亚
Πέτρον	彼得
Λύδδα	吕大
Αἰνέαν	以尼雅
Πέτρος	彼得
Αἰνέα	以尼雅
Ἰησοῦς	耶稣
Χριστός	基督
Λύδδα	吕大
Σαρῶνα	沙仑
Ἰόππῃ	约帕
Ταβιθά	大比大
Δορκάς	多加
Λύδδας	吕大
Ἰόππῃ	约帕
Ἰόππῃ	与
Πέτρος	彼得
Πέτρος	彼得
Δορκάς	多加
Πέτρος	彼得
Ταβιθά	大比大
Πέτρον	彼得
Ἰόππης	约帕
Ἰόππῃ	约帕
Σίμωνι	西门
Καισαρείᾳ	恺撒利亚
Κορνήλιος	哥尼流
Κορνήλιε	哥尼流
Ἰόππην	约帕
Σίμωνά	西门
Πέτρος	彼得
Σίμωνι	西门
Ἰόππην	约帕
Πέτρος	彼得
Πέτρε	彼得
Πέτρος	彼得
Πέτρος	彼得
Κορνηλίου	哥尼流
Σίμωνος	西门
Σίμωνος	的
Σίμων	西门
Πέτρος	彼得
Πέτρου	彼得
Πέτρος	彼得
Κορνήλιος	哥尼流
Ἰόππης	约帕
Ἰόππης	的
Καισάρειαν	恺撒利亚
Κορνήλιος	哥尼流
Πέτρον	彼得
Κορνήλιος	哥尼流
Πέτρος	彼得
Κορνήλιος	哥尼流
Κορνήλιε	哥尼流
Ἰόππην	约帕
Σίμωνα	西门
Πέτρος	彼得
Σίμωνος	西门
Σίμωνος	的
Πέτρος	彼得
Ἰσραὴλ	以色列
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰουδαίας	犹太
Γαλιλαίας	加利利
Ἰωάννης	约翰
Ἰησοῦν	耶稣
Ἰερουσαλήμ	耶路撒冷
Πέτρου	彼得
Πέτρῳ	彼得
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰουδαίαν	犹太
Πέτρος	彼得
Ἰερουσαλήμ	耶路撒冷
Πέτρος	彼得
Ἰόππῃ	约帕
Πέτρε	彼得
Καισαρείας	恺撒利亚
Ἰόππην	约帕
Σίμωνα	西门
Πέτρον	彼得
Ἰωάννης	约翰
Ἰησοῦν	耶稣
Χριστόν	基督
Φοινίκης	腓尼基
Κύπρου	塞浦路斯
Ἀντιοχείας	安提阿
Κύπριοι	塞浦路斯
Κυρηναῖοι	古利奈
Ἀντιόχειαν	安提阿
Ἑλληνιστὰς	希腊
Ἑλληνιστὰς	人
Ἰησοῦν	耶稣
Ἰερουσαλὴμ	耶路撒冷
Βαρναβᾶν	巴拿巴
Ἀντιοχείας	安提阿
Ταρσὸν	大数
Σαῦλον	扫罗
Ἀντιόχειαν	安提阿
Ἀντιοχείᾳ	安提阿
Χριστιανούς	基督徒
Ἱεροσολύμων	耶路撒冷
Ἀντιόχειαν	安提阿
Ἅγαβος	亚迦布
Κλαυδίου	克劳迪
Ἰουδαίᾳ	犹太
Βαρναβᾶ	巴拿巴
Σαύλου	扫罗
Ἡρῴδης	希律
Ἰάκωβον	雅各
Ἰωάννου	约翰
Ἰωάννου	的
Πέτρον	彼得
Πέτρος	彼得
Ἡρῴδης	希律
Πέτρος	彼得
Πέτρου	彼得
Πέτρου	的
Πέτρος	彼得
Ἡρῴδου	希律
Ἡρῴδου	的
Μαρίας	马利亚
Ἰωάννου	约翰
Μάρκου	马可
Ῥόδη	罗大
Πέτρου	彼得
Πέτρου	的
Πέτρον	彼得
Πέτρος	彼得
Ἰακώβῳ	雅各
Πέτρος	彼得
Ἡρῴδης	希律
Ἰουδαίας	犹太
Καισάρειαν	恺撒利亚
Τυρίοις	推罗
Βλάστον	伯拉斯都
Ἡρῴδης	希律
Βαρναβᾶς	巴拿巴
Σαῦλος	扫罗
Ἰερουσαλὴμ	耶路撒冷
Ἰωάννην	约翰
Μᾶρκον	马可
Ἀντιοχείᾳ	安提阿
Βαρναβᾶς	巴拿巴
Συμεὼν	西面
Νίγερ	尼结
Λούκιος	路求
Κυρηναῖος	古利奈
Κυρηναῖος	人
Μαναήν	马念
Ἡρῴδου	希律
Σαῦλος	扫罗
Βαρναβᾶν	巴拿巴
Σαῦλον	扫罗
Σελεύκειαν	西流基
Κύπρον	塞浦路斯
Σαλαμῖνι	撒拉米
Ἰωάννην	约翰
Πάφου	帕弗
Βαριησοῦ	巴耶稣
Βαρναβᾶν	巴拿巴
Σαῦλον	扫罗
Ἐλύμας	以吕马
Σαῦλος	扫罗
Παῦλος	保罗
Πάφου	帕弗
Παῦλον	保罗
Πέργην	别加
Παμφυλίας	旁非利亚
Παμφυλίας	的
Ἰωάννης	约翰
Ἱεροσόλυμα	耶路撒冷
Πέργης	别加
Ἀντιόχειαν	安提阿
Παῦλος	保罗
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραὴλ	以色列
Αἰγύπτου	埃及
Χανάαν	迦南
Σαμουὴλ	撒母耳
Σαοὺλ	扫罗
Σαοὺλ	将
Κίς	基士
Κίς	的
Βενιαμίν	便雅悯
Δαυὶδ	大卫
Δαυὶδ	大卫
Ἰεσσαί	耶西
Ἰεσσαί	的
Ἰσραὴλ	以色列
Ἰσραὴλ	为
Ἰσραὴλ	人
Ἰησοῦν	耶稣
Ἰωάννου	约翰
Ἰσραήλ	以色列
Ἰωάννης	约翰
Ἀβραὰμ	亚伯拉罕
Ἀβραὰμ	的
Ἰερουσαλὴμ	耶路撒冷
Πιλᾶτον	彼拉多
Γαλιλαίας	加利利
Ἰερουσαλήμ	耶路撒冷
Ἰησοῦν	耶稣
Δαυὶδ	大卫
Δαυὶδ	大卫
Μωϋσέως	摩西
Μωϋσέως	的
Παύλῳ	保罗
Βαρναβᾷ	巴拿巴
Παύλου	保罗
Παῦλος	保罗
Βαρναβᾶς	巴拿巴
Παῦλον	保罗
Βαρναβᾶν	巴拿巴
Ἰκόνιον	以哥念
Ἰκονίῳ	以哥念
Ἑλλήνων	希腊
Ἑλλήνων	人
Λυκαονίας	吕高尼
Λυκαονίας	的
Λύστραν	路司得
Δέρβην	特庇
Λύστροις	路司得
Λύστροις	城
Παύλου	保罗
Παῦλος	保罗
Βαρναβᾶν	巴拿巴
Δία	宙斯
Παῦλον	保罗
Ἑρμῆν	希耳米
Διὸς	宙斯
Διὸς	的
Βαρναβᾶς	巴拿巴
Παῦλος	保罗
Ἀντιοχείας	安提阿
Ἰκονίου	以哥念
Παῦλον	保罗
Βαρναβᾷ	巴拿巴
Δέρβην	特庇
Λύστραν	路司得
Ἰκόνιον	以哥念
Ἀντιόχειαν	安提阿
Πισιδίαν	彼西底
Παμφυλίαν	旁非利亚
Πέργῃ	别加
Ἀττάλειαν	亚大利
Ἀντιόχειαν	安提阿
Ἰουδαίας	犹太
Μωϋσέως	摩西
Μωϋσέως	的
Παύλῳ	保罗
Βαρναβᾷ	巴拿巴
Παῦλον	保罗
Βαρναβᾶν	巴拿巴
Ἰερουσαλὴμ	耶路撒冷
Φοινίκην	腓尼基
Σαμάρειαν	撒马利亚
Ἰερουσαλὴμ	耶路撒冷
Φαρισαίων	法利赛
Μωϋσέως	摩西
Μωϋσέως	的
Πέτρος	彼得
Ἰησοῦ	耶稣
Ἰησοῦ	的
Βαρναβᾶ	巴拿巴
Παύλου	保罗
Ἰάκωβος	雅各
Συμεὼν	西门
Δαυὶδ	大卫
Μωϋσῆς	摩西
Ἀντιόχειαν	安提阿
Παύλῳ	保罗
Βαρναβᾷ	巴拿巴
Ἰούδαν	犹大
Βαρσαββᾶν	巴撒巴
Σιλᾶν	西拉
Ἀντιόχειαν	安提阿
Συρίαν	叙利亚
Κιλικίαν	基利家
Βαρναβᾷ	巴拿巴
Παύλῳ	保罗
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰούδαν	犹大
Σιλᾶν	西拉
Ἀντιόχειαν	安提阿
Ἰούδας	犹大
Σιλᾶς	西拉
Παῦλος	保罗
Βαρναβᾶς	巴拿巴
Ἀντιοχείᾳ	安提阿
Βαρναβᾶν	巴拿巴
Παῦλος	保罗
Βαρναβᾶς	巴拿巴
Ἰωάννην	约翰
Μᾶρκον	马可
Παῦλος	保罗
Παμφυλίας	旁非利亚
Βαρναβᾶν	巴拿巴
Μᾶρκον	马可
Κύπρον	塞浦路斯
Παῦλος	保罗
Σιλᾶν	西拉
Συρίαν	叙利亚
Κιλικίαν	基利家
Δέρβην	特庇
Λύστραν	路司得
Τιμόθεος	提摩太
Ἕλληνος	希腊
Ἕλληνος	人
Λύστροις	路司得
Ἰκονίῳ	以哥念
Παῦλος	保罗
Ἕλλην	希腊
Ἕλλην	人
Ἱεροσολύμοις	耶路撒冷
Φρυγίαν	弗吕家
Ἀσίᾳ	亚细亚
Μυσίαν	每西亚
Βιθυνίαν	庇推尼
Ἰησοῦ	耶稣
Ἰησοῦ	的
Μυσίαν	每西亚
Τρῳάδα	特罗亚
Παύλῳ	保罗
Παύλῳ	于
Μακεδών	马其顿
Μακεδονίαν	马其顿
Μακεδονίαν	马其顿
Τρῳάδος	特罗亚
Σαμοθρᾴκην	撒摩特喇
Φιλίππους	腓立比
Μακεδονίας	马其顿
Λυδία	吕底亚
Θυατείρων	推雅推喇
Παύλου	保罗
Παύλῳ	保罗
Παῦλος	保罗
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Παῦλον	保罗
Σιλᾶν	西拉
Παῦλος	保罗
Σιλᾶς	西拉
Παῦλος	保罗
Παύλῳ	保罗
Σιλᾷ	西拉
Ἰησοῦν	耶稣
Παῦλον	保罗
Παῦλος	保罗
Λυδίαν	吕底亚
Ἀμφίπολιν	暗妃波里
Ἀπολλωνίαν	亚波罗尼亚
Θεσσαλονίκην	帖撒罗尼迦
Παύλῳ	保罗
χριστὸν	基督
χριστὸς	基督
Ἰησοῦς	耶稣
Παύλῳ	保罗
Σιλᾷ	西拉
Ἑλλήνων	希腊
Ἑλλήνων	人
Ἰάσονος	耶孙
Ἰάσονος	的
Ἰάσονα	耶孙
Ἰάσονα	把
Ἰάσων	耶孙
Καίσαρος	恺撒
Καίσαρος	的
Ἰησοῦν	耶稣
Ἰάσονος	耶孙
Παῦλον	保罗
Σιλᾶν	西拉
Βέροιαν	庇哩亚
Θεσσαλονίκῃ	帖撒罗尼迦
Ἑλληνίδων	希腊
Θεσσαλονίκης	帖撒罗尼迦
Βεροίᾳ	庇哩亚
Παύλου	保罗
Παῦλον	保罗
Σιλᾶς	西拉
Τιμόθεος	提摩太
Παῦλον	保罗
Ἀθηνῶν	雅典
Σιλᾶν	西拉
Τιμόθεον	提摩太
Ἀθήναις	雅典
Παύλου	保罗
Ἐπικουρείων	伊壁鸠鲁
Ἰησοῦν	耶稣
Παῦλος	保罗
Παῦλος	保罗
Διονύσιος	丢尼修
Ἀρεοπαγίτης	亚略巴古
Ἀρεοπαγίτης	的
Ἀρεοπαγίτης	官
Δάμαρις	大马哩
Ἀθηνῶν	雅典
Κόρινθον	哥林多
Ἀκύλαν	亚居拉
Ἰταλίας	意大利
Πρίσκιλλαν	百基拉
Κλαύδιον	克劳迪
Ῥώμης	罗马
Ἕλληνας	希腊
Ἕλληνας	人
Μακεδονίας	马其顿
Σιλᾶς	西拉
Τιμόθεος	提摩太
Παῦλος	保罗
χριστὸν	基督
Ἰησοῦν	耶稣
Κρίσπος	基利司布
Παύλῳ	保罗
Παύλῳ	对
Γαλλίωνος	迦流
Ἀχαΐας	亚该亚
Παύλῳ	保罗
Παύλου	保罗
Γαλλίων	迦流
Σωσθένην	所提尼
Γαλλίωνι	迦流
Παῦλος	保罗
Συρίαν	叙利亚
Πρίσκιλλα	百基拉
Ἀκύλας	亚居拉
Κεγχρεαῖς	坚革哩
Ἔφεσον	以弗所
Ἐφέσου	以弗所
Καισάρειαν	恺撒利亚
Ἀντιόχειαν	安提阿
Φρυγίαν	弗吕家
Ἀπολλῶς	亚波罗
Ἀλεξανδρεὺς	亚历山大
Ἔφεσον	以弗所
Ἰησοῦ	耶稣
Ἰωάννου	约翰
Ἰωάννου	的
Πρίσκιλλα	百基拉
Ἀκύλας	亚居拉
Ἀχαΐαν	亚该亚
χριστὸν	基督
Ἰησοῦν	耶稣
Ἀπολλῶ	亚波罗
Κορίνθῳ	哥林多
Παῦλον	保罗
Ἔφεσον	以弗所
Ἰωάννου	约翰
Ἰωάννου	的
Παῦλος	保罗
Ἰωάννης	约翰
Ἰησοῦν	耶稣
Ἰησοῦ	耶稣
Ἰησοῦ	的
Παύλου	保罗
Τυράννου	推喇奴
Τυράννου	的
Ἀσίαν	亚细亚
Ἕλληνας	希腊
Ἕλληνας	人
Παύλου	保罗
Παύλου	的
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦν	耶稣
Παῦλος	保罗
Σκευᾶ	士基瓦
Σκευᾶ	的
Ἰησοῦν	耶稣
Παῦλον	保罗
Ἕλλησιν	希腊
Ἕλλησιν	人
Ἔφεσον	以弗所
Ἰησοῦ	耶稣
Ἰησοῦ	的
Παῦλος	保罗
Μακεδονίαν	马其顿
Ἀχαΐαν	亚该亚
Ἱεροσόλυμα	耶路撒冷
Ῥώμην	罗马
Μακεδονίαν	马其顿
Τιμόθεον	提摩太
Ἔραστον	以拉都
Ἀσίαν	亚细亚
Δημήτριος	底米丢
Ἀρτέμιδος	亚底米
Ἀρτέμιδος	神
Ἐφέσου	以弗所
Ἀσίας	亚细亚
Ἀσίας	地
Παῦλος	保罗
Ἀρτέμιδος	亚底米
Ἀρτέμιδος	的
Ἀσία	亚细亚
Ἄρτεμις	亚底米
Ἄρτεμις	啊
Γάϊον	该犹
Ἀρίσταρχον	亚里达古
Μακεδόνας	马其顿
Μακεδόνας	人
Παύλου	保罗
Παύλου	保罗
Ἀσιαρχῶν	亚细亚
Ἀσιαρχῶν	首领
Ἀλέξανδρον	亚历山大
Ἀλέξανδρον	把
Ἀλέξανδρος	亚历山大
Ἄρτεμις	亚底米
Ἄρτεμις	啊
Ἀρτέμιδος	亚底米
Ἀρτέμιδος	的
Δημήτριος	底米丢
Παῦλος	保罗
Μακεδονίαν	马其顿
Ἑλλάδα	希腊
Συρίαν	叙利亚
Μακεδονίας	马其顿
Σώπατρος	所巴特
Πύρρου	毕罗斯
Πύρρου	的
Θεσσαλονικέων	帖撒罗尼迦
Θεσσαλονικέων	人
Ἀρίσταρχος	亚里达古
Σεκοῦνδος	西公都
Γάϊος	该犹
Τιμόθεος	提摩太
Ἀσιανοὶ	亚细亚
Ἀσιανοὶ	人
Τύχικος	推基古
Τρόφιμος	特罗非摩
Τρῳάδι	特罗亚
Φιλίππων	腓立比
Τρῳάδα	特罗亚
Παῦλος	保罗
Εὔτυχος	犹推古
Παύλου	保罗
Παῦλος	保罗
Ἆσσον	亚朔
Παῦλον	保罗
Ἆσσον	亚朔
Μιτυλήνην	米推利尼
Χίου	基阿
Χίου	的
Σάμον	撒摩
Μίλητον	米利都
Παῦλος	保罗
Ἔφεσον	以弗所
Ἀσίᾳ	亚细亚
Ἱεροσόλυμα	耶路撒冷
Μιλήτου	米利都
Ἔφεσον	以弗所
Ἀσίαν	亚细亚
Ἕλλησιν	希腊
Ἕλλησιν	人
Ἰησοῦν	耶稣
Ἰερουσαλὴμ	耶路撒冷
Ἰησοῦ	耶稣
